read2_code,icd10_code,phecode
M26z.,L73.9,704.0
M27..,L98.4,707.0
M270.,L89,707.1
M271.,L97,707.0
M2710,E14.5,443.7
M2711,E14.5,443.7
M2712,E14.5,443.7
M2713,L97,707.0
M2714,L97,707.0
M2715,L97,707.0
M2716,L97,707.0
M2717,L97,707.0
M272.,L98.4,707.0
M273.,L97,707.0
M274.,L97,707.0
M27y.,L98.4,707.0
M27z.,L98.4,707.0
M28..,L50,947.0
M280.,L50.0,947.0
M281.,L50.1,947.0
M2820,L50.2,947.0
M2821,L50.2,947.0
M283.,L50.3,947.0
M285.,L50.5,947.0
M286.,L50.6,947.0
M287.,L50.2,947.0
M28y.,L50.8,947.0
M28yz,L50.8,947.0
M28z.,L50.9,947.0
M29..,L81.9,694.2
M290.,L81.1,694.2
M290z,L81.1,694.2
M291.,L81.3,694.2
M292.,L81.8,694.2
M2920,L81.0,694.2
M2921,L81.4,694.2
M2923,L81.4,694.2
M2924,L81.4,694.2
M293.,L81.8,694.2
M294.,L81.2,694.2
M2940,L81.4,694.2
M2941,L81.2,694.2
M2942,L81.4,694.2
M295.,L81.5,694.2
M2951,L80,694.1
M296.,L81.4,694.2
M297.,L81.8,694.2
M29z.,L81.9,694.2
M2B..,L72,706.2
M2V..,L94.9,701.0
M2W..,L72.9,706.2
M2y..,L98.8,689.0
M2y01,L81.7,694.2
M2y02,L95.0,694.3
M2y03,L95.1,695.8
M2y04,R23.1,782.6
M2y05,I83.1,454.11
M2y06,Q82.5,217.0
M2y07,R23.1,782.6
M2y09,L81.8,694.2
M2y0X,L95.9,694.3
M2y0z,L98.8,689.0
M2y1.,L90.5,701.2
M2y11,L91.0,701.4
M2y12,L90.5,701.2
M2y13,L90.5,701.2
M2y14,L90.5,701.2
M2y15,L90.5,701.2
M2y16,L90.5,701.2
M2y1z,L90.5,701.2
M2y22,L57.8,938.2
M2y23,L94.2,689.0
M2y24,L92.1,702.4
M2y2z,L98.8,689.0
M2y3.,L92.3,701.5
M2y4.,L98.8,689.0
M2y40,L85.9,701.0
M2y41,L30.8,939.0
M2y42,R23.8,687.0
M2y43,L92.2,701.0
M2y44,L72.2,706.2
M2y45,L72.0,706.2
M2y46,D23.9,216.0
M2y47,R23.3,287.1
M2y48,L98.8,689.0
M2y4D,L98.8,689.0
M2y4z,L98.8,689.0
M2y8.,L98.5,701.0
M2yA.,L98.8,689.0
M2yB.,L98.8,689.0
M2yC.,L81.9,694.2
M2yD.,L29.3,698.0
M2yE.,L98.8,689.0
M2yz.,L98.8,689.0
M2z..,L98.9,689.0
M2z0.,L98.9,689.0
Myu0.,L08.9,686.0
Myu02,L01.1,686.2
Myu2.,L30.9,939.0
Myu22,L30.9,939.0
Myu23,L23.8,939.0
Myu2B,L29.8,698.0
Myu2D,L29.9,698.0
Myu30,L40.8,696.41
Myu32,L43.8,695.7
Myu36,L44.8,689.0
Myu43,L53.8,695.8
Myu60,L60.8,703.0
Myu62,L63.8,704.11
Myu63,L64.8,704.1
Myu64,L65.8,704.1
Myu68,L70.8,706.1
Myu69,L71.8,695.3
Myu6A,L72.8,706.2
Myu6F,L70.9,706.1
Myu71,L81.8,694.2
Myu75,L90.8,701.0
Myu77,L92.8,686.4
Myu7A,L95.8,694.3
Myu7C,L98.8,689.0
Mz...,L98.9,689.0
N0...,M35.9,709.7
N000.,M32,695.42
N0000,M32.9,695.42
N000z,M32.9,695.42
N001.,M34.9,709.3
N0011,M34.1,709.3
N002.,M35.0,709.2
N003.,M33.1,709.5
N003X,M33.9,709.5
N004.,M33.2,709.4
N005.,M06.1,714.1
N006.,D68.8,286.7
N00y0,M35.4,772.0
N00z.,M35.9,709.7
N010.,M00.9,711.1
N0102,M00.9,711.1
N0103,M00.9,711.1
N0104,M00.9,711.1
N0105,M00.9,711.1
N0106,M00.9,711.1
N0108,M00.0,41.1
N010y,M00.9,711.1
N010z,M00.9,711.1
N011.,M02.3,711.2
N01w.,M02.9,713.0
N01wB,M02.9,713.0
N01z.,M00.9,711.1
N02..,M11.9,274.2
N020.,M11.2,274.21
N0216,M11.2,274.21
N022.,M11.2,274.21
N0226,M11.2,274.21
N022z,M11.2,274.21
N023.,M10.0,274.11
N0234,M10.0,274.11
N0237,M10.0,274.11
N0238,M10.0,274.11
N023x,M10.0,274.11
N023z,M10.0,274.11
N02y8,M11.0,274.2
N02zD,M11.9,274.2
N038.,M02.9,713.0
N04..,M06.4,714.0
N040.,M06.9,714.1
N0402,M06.9,714.1
N0405,M06.9,714.1
N0408,M06.9,714.1
N0409,M06.9,714.1
N040D,M06.9,714.1
N040G,M06.9,714.1
N040N,M05.2,446.3
N040N,M05.2,714.1
N040P,M06.0,714.1
N040Q,M06.2,714.1
N040R,M06.3,714.1
N040S,M06.9,714.1
N040T,M06.9,714.1
N041.,M05.0,714.1
N0422,M06.3,714.1
N043.,M08.2,714.2
N0431,M08.0,714.2
N0432,M08.4,714.2
N044.,M12.0,714.0
N0450,M08.1,715.2
N0451,M08.3,714.2
N0455,M08.0,714.2
N047.,M05.9,714.1
N04X.,M05.9,714.1
N04y.,M12.8,716.0
N04y1,M12.8,716.0
N04y2,M06.1,714.1
N04y3,M65.8,727.1
N04yz,M12.8,716.0
N04z.,M12.8,716.0
N05..,M19.9,716.9
N0503,M15.2,740.2
N0504,M15.0,740.2
N0506,M15.4,740.9
N0507,M15.1,740.2
N051.,M19.0,740.9
N0511,M19.0,740.9
N0512,M19.0,740.9
N0513,M19.0,740.9
N0514,M19.0,740.9
N0515,M16.1,740.11
N0516,M19.0,740.9
N0517,M19.0,740.9
N0518,M19.0,740.9
N051B,M17.0,716.9
N051C,M18.0,740.11
N051D,M19.0,740.9
N051E,M19.0,740.9
N051F,M19.0,740.9
N051G,M47.9,721.0
N051z,M19.0,740.9
N052.,M19.2,740.12
N0521,M19.2,740.12
N0524,M19.2,740.12
N0525,M19.2,740.12
N0526,M19.2,740.12
N0527,M19.2,740.12
N0528,M19.2,740.12
N052z,M19.2,740.12
N053.,M19.9,716.9
N0530,M19.9,716.9
N0531,M19.9,716.9
N0534,M19.9,716.9
N0535,M19.9,716.9
N0536,M19.9,716.9
N0537,M19.9,716.9
N0538,M19.9,716.9
N0539,M18.9,740.1
N053z,M19.9,716.9
N054.,M19.8,716.9
N0545,M16.9,740.1
N05z.,M19.9,716.9
N05z0,M19.9,716.9
N05z1,M19.9,716.9
N05z2,M19.9,716.9
N05z3,M19.9,716.9
N05z4,M19.9,716.9
N05z5,M16.9,740.1
N05z6,M19.9,716.9
N05z7,M19.9,716.9
N05z8,M19.9,716.9
N05z9,M19.9,716.9
N05zA,M19.9,716.9
N05zB,M19.9,716.9
N05zC,M19.9,716.9
N05zE,M19.9,716.9
N05zF,M19.9,716.9
N05zG,M19.9,716.9
N05zH,M19.9,716.9
N05zJ,M16.9,740.1
N05zK,M19.9,716.9
N05zL,M17.9,716.9
N05zL,M17.9,716.2
N05zN,M19.9,716.9
N05zP,M19.9,716.9
N05zQ,M19.9,716.9
N05zR,M19.9,716.9
N05zS,M19.9,716.9
N05zT,M19.9,716.9
N05zU,M19.9,716.9
N05zz,M19.9,716.9
N06..,M19.9,716.9
N060.,M12.1,716.3
N061.,M12.5,836.0
N0616,M12.5,836.0
N0617,M12.5,836.0
N0618,M12.5,836.0
N061F,M12.5,836.0
N061H,M12.5,836.0
N061S,M12.5,836.0
N062.,M13.8,716.0
N062z,M13.8,716.0
N063.,M13.8,716.0
N064.,M12.8,716.0
N064K,M12.8,716.0
N065.,M13.0,714.0
N0651,M13.0,714.0
N0654,M13.0,714.0
N0656,M13.0,714.0
N0658,M13.0,714.0
N0659,M13.0,714.0
N065A,M13.0,714.0
N065z,M13.0,714.0
N066.,M13.1,716.2
N0664,M13.1,716.2
N0666,M13.1,716.2
N0667,M13.1,716.2
N06y.,M12.8,716.0
N06z.,M13.9,716.9
N06z.,M13.9,740.9
N06z0,M13.9,716.9
N06z0,M13.9,740.9
N06z1,M13.9,716.9
N06z1,M13.9,740.9
N06z2,M13.9,716.9
N06z2,M13.9,740.9
N06z3,M13.9,716.9
N06z3,M13.9,740.9
N06z4,M13.9,716.9
N06z4,M13.9,740.9
N06z5,M13.9,716.9
N06z5,M13.9,740.9
N06z6,M13.9,716.9
N06z6,M13.9,740.9
N06z7,M13.9,716.9
N06z7,M13.9,740.9
N06z8,M13.9,716.9
N06z8,M13.9,740.9
N06z9,M13.9,716.9
N06z9,M13.9,740.9
N06zA,M13.9,716.9
N06zA,M13.9,740.9
N06zB,M13.9,716.9
N06zB,M13.9,740.9
N06zz,M13.9,716.9
N06zz,M13.9,740.9
N07..,M23.9,835.0
N070.,M23.3,835.0
N0700,M23.3,835.0
N0701,M23.2,835.0
N0702,M23.3,835.0
N0703,M23.3,835.0
N0704,M23.2,835.0
N0706,M23.2,835.0
N0707,M23.2,835.0
N0708,M23.2,835.0
N0709,M23.0,835.0
N070A,M23.2,835.0
N070B,M23.2,835.0
N070z,M23.3,835.0
N071.,M23.3,835.0
N0710,M23.3,835.0
N0711,M23.2,835.0
N0712,M23.3,835.0
N0713,M23.3,835.0
N0714,M23.3,835.0
N0717,M23.3,835.0
N071A,M23.0,835.0
N071B,M23.1,835.0
N071C,M23.2,835.0
N072.,M23.3,835.0
N0720,M23.2,835.0
N0721,M23.3,835.0
N0722,M23.0,835.0
N073.,M23.4,835.0
N074.,M22.4,835.0
N07y.,M23.8,835.0
N07y1,M23.5,742.9
N07y2,M23.5,742.9
N07y4,M23.5,742.9
N07y5,M23.8,835.0
N07y6,M22.2,741.0
N07yA,M23.2,835.0
N07yD,M23.2,835.0
N07yE,M23.2,835.0
N07yH,M23.8,835.0
N07yy,M23.5,742.9
N07yz,M23.8,835.0
N07z.,M23.9,835.0
N08..,M24.9,742.9
N0805,M24.1,742.8
N0805,M24.1,742.9
N0809,M24.1,742.8
N0809,M24.1,742.9
N081.,M24.0,742.1
N0810,M24.0,742.1
N0812,M24.0,742.1
N0815,M24.0,742.1
N0816,M24.0,742.1
N081B,M24.0,742.1
N081D,M24.0,742.1
N082.,M24.3,742.9
N0822,M24.3,742.9
N0825,M24.3,742.9
N082A,M24.3,742.9
N082L,M24.3,742.9
N082M,M24.3,742.9
N082P,M24.3,742.9
N082R,M24.3,742.9
N082X,M24.3,742.9
N082Y,M24.3,742.9
N082Z,M24.3,742.9
N082z,M24.3,742.9
N083.,M24.4,742.9
N0831,M24.4,742.9
N0832,M24.4,742.9
N0836,M24.4,742.9
N0837,M24.4,742.9
N083A,M24.4,742.9
N083F,M24.4,742.9
N083G,M24.4,742.9
N083L,M24.4,742.9
N083N,M24.4,742.9
N083Y,M24.4,742.9
N083d,M24.4,742.9
N083f,M24.4,742.9
N083k,M24.4,742.9
N083l,M24.4,742.9
N083p,M22.0,742.2
N083q,M22.1,742.2
N083r,M22.0,742.2
N083t,M24.4,742.9
N083x,M24.4,742.9
N084.,M24.5,739.0
N0841,M24.5,739.0
N0842,M24.5,739.0
N0843,M24.5,739.0
N0844,M24.5,739.0
N0846,M24.5,739.0
N084C,M24.5,739.0
N084G,M24.5,739.0
N084H,M24.5,739.0
N084S,M24.5,739.0
N084U,M24.5,739.0
N084f,M24.5,739.0
N0854,M24.6,741.1
N085C,M24.6,741.1
N085T,M24.6,741.1
N0860,M24.7,742.0
N0870,M24.1,742.8
N0870,M24.1,742.9
N0877,M24.1,742.8
N0877,M24.1,742.9
N08yA,M25.2,742.9
N08yB,M25.3,742.9
N09..,M25.9,716.9
N090.,M25.4,741.4
N0900,M25.4,741.4
N0901,M25.4,741.4
N0902,M25.4,741.4
N0903,M25.4,741.4
N0904,M25.4,741.4
N0905,M25.4,741.4
N0906,M25.4,741.4
N0907,M25.4,741.4
N0908,M25.4,741.4
N0909,M25.4,741.4
N090F,M25.4,741.4
N090H,M25.4,741.4
N090J,M25.4,741.4
N090M,M25.4,741.4
N090P,M25.4,741.4
N090R,M25.4,741.4
N090T,M25.4,741.4
N090U,M25.4,741.4
N090V,M25.4,741.4
N090Y,M25.4,741.4
N090z,M25.4,741.4
N091.,M25.0,741.5
N0916,M25.0,741.5
N0918,M25.0,741.5
N091D,M25.0,741.5
N091F,M25.0,741.5
N091K,M25.0,741.5
N091M,M25.0,741.5
N092.,M12.2,741.6
N092F,M12.2,741.6
N093.,M12.3,716.8
N0934,M12.3,716.8
N094.,M25.5,745.0
N0940,M25.5,745.0
N0941,M25.5,745.0
N0942,M25.5,745.0
N0943,M25.5,745.0
N0944,M25.5,745.0
N0945,M25.5,745.0
N0946,M25.5,745.0
N0947,M25.5,745.0
N0948,M25.5,745.0
N0949,M25.5,745.0
N094A,M25.5,745.0
N094B,M25.5,745.0
N094C,M25.5,745.0
N094D,M25.5,745.0
N094F,M25.5,745.0
N094G,M25.5,745.0
N094H,M25.5,745.0
N094J,M25.5,745.0
N094K,M25.5,745.0
N094L,M25.5,745.0
N094M,M25.5,745.0
N094P,M25.5,745.0
N094R,M25.5,745.0
N094S,M25.5,745.0
N094T,M25.5,745.0
N094V,M25.5,745.0
N094W,M25.5,745.0
N094z,M25.5,745.0
N095.,M25.6,741.2
N0951,M25.6,741.2
N0952,M25.6,741.2
N0953,M25.6,741.2
N0954,M25.6,741.2
N0955,M25.6,741.2
N0956,M25.6,741.2
N0957,M25.6,741.2
N0959,M25.6,741.2
N095A,M25.6,741.2
N095C,M25.6,741.2
N095F,M25.6,741.2
N095H,M25.6,741.2
N095K,M25.6,741.2
N095L,M53.3,742.9
N095M,M25.6,741.2
N095W,M25.6,741.2
N095z,M25.6,741.2
N096.,M25.8,741.0
N096.,M25.8,716.9
N0960,M25.8,741.0
N0960,M25.8,716.9
N0961,M25.8,741.0
N0961,M25.8,716.9
N0962,M25.8,741.0
N0962,M25.8,716.9
N0964,M25.8,741.0
N0964,M25.8,716.9
N0966,M25.8,741.0
N0966,M25.8,716.9
N0967,M25.8,741.0
N0967,M25.8,716.9
N0969,M25.8,741.0
N0969,M25.8,716.9
N096A,M25.8,741.0
N096A,M25.8,716.9
N096B,M25.8,741.0
N096B,M25.8,716.9
N096C,M25.8,741.0
N096C,M25.8,716.9
N096D,M25.8,741.0
N096D,M25.8,716.9
N096F,M25.8,741.0
N096F,M25.8,716.9
N096G,M25.8,741.0
N096G,M25.8,716.9
N096H,M25.8,741.0
N096H,M25.8,716.9
N096J,M25.8,741.0
N096J,M25.8,716.9
N096K,M25.8,741.0
N096K,M25.8,716.9
N096L,M25.8,741.0
N096L,M25.8,716.9
N096M,M25.8,741.0
N096M,M25.8,716.9
N096N,M25.8,741.0
N096N,M25.8,716.9
N096P,M25.8,741.0
N096P,M25.8,716.9
N096Q,M25.8,741.0
N096Q,M25.8,716.9
N096S,M25.8,741.0
N096S,M25.8,716.9
N096T,M25.8,741.0
N096T,M25.8,716.9
N096z,M25.8,741.0
N096z,M25.8,716.9
N097.,R26.2,741.3
N0970,R26.2,741.3
N097z,R26.2,741.3
N098.,D48.0,199.0
N099.,M25.8,741.0
N099.,M25.8,716.9
N0992,M25.8,741.0
N0992,M25.8,716.9
N0997,M25.8,741.0
N0997,M25.8,716.9
N0999,R29.4,741.0
N099C,M25.8,741.0
N099C,M25.8,716.9
N09A.,M22.2,741.0
N09AX,M22.9,835.0
N09B.,M25.7,726.1
N09y.,M25.8,741.0
N09y.,M25.8,716.9
N09y1,M25.8,741.0
N09y1,M25.8,716.9
N09y9,M25.8,741.0
N09y9,M25.8,716.9
N09yz,M25.8,741.0
N09yz,M25.8,716.9
N09z.,M25.9,716.9
N09z6,M25.9,716.9
N09z7,M25.9,716.9
N09z9,M25.9,716.9
N09zz,M25.9,716.9
N0y..,M12.8,716.0
N0z..,M13.9,716.9
N0z..,M13.9,740.9
N1...,M54.9,760.0
N100.,M45,715.2
N101.,M46.0,715.3
N102.,M46.1,715.1
N10y.,M46.8,715.0
N10yz,M46.9,715.0
N10z.,M46.9,715.0
N11..,M47,721.0
N110.,M47.8,721.1
N1100,M47.8,721.1
N1101,M47.8,721.1
N1102,M47.8,721.1
N112.,M47.8,721.1
N1123,M47.8,721.1
N114.,M47.8,721.1
N1140,M47.8,721.1
N1142,M47.8,721.1
N117.,M48.1,721.8
N118.,M48.3,721.0
N119.,M47.2,721.1
N1190,M47.2,721.1
N1192,M47.2,721.1
N11B.,M47.2,721.1
N11B0,M47.2,721.1
N11C.,M47.2,721.1
N11D.,M47,721.0
N11D0,M47.8,721.1
N11D1,M47.8,721.1
N11D2,M47.8,721.1
N11E.,M47.8,721.1
N11F.,M47.8,721.1
N11y.,M47,721.0
N11z.,M47.9,721.0
N11z0,M47.8,721.1
N11zz,M47.9,721.0
N120.,M50.2,722.1
N124.,M51.4,722.3
N125.,M50.3,722.6
N126.,M51.3,722.6
N127.,M51.3,722.6
N128.,M51.3,722.6
N12A.,M96.1,722.8
N12D.,M51.3,722.6
N12z1,M50.8,722.9
N12z4,M46.4,722.9
N12z5,M50.8,722.9
N12z8,M46.4,722.9
N12zC,M46.4,722.9
N12zG,M46.3,710.0
N12zH,M50.1,722.9
N12zH,M50.1,765.0
N13..,M50.8,722.9
N130.,M48.0,720.0
N1301,M48.0,720.0
N131.,M54.2,761.0
N134.,M54.1,766.0
N135.,M43.6,723.1
N135z,M43.6,723.1
N138.,M54.2,761.0
N13y.,M53.8,742.9
N13y2,M54.8,760.0
N13yz,M53.8,742.9
N13z.,M53.9,721.8
N13z.,M53.9,742.9
N14..,M53.9,721.8
N14..,M53.9,742.9
N140.,M48.0,720.0
N1400,M48.0,720.0
N1401,M48.0,720.0
N1402,M48.0,720.0
N1408,M48.0,720.0
N140z,M48.0,720.0
N141.,M54.6,760.0
N142.,M54.5,760.0
N1420,M54.4,764.0
N143.,M54.3,764.0
N1440,M54.1,766.0
N1441,M54.1,766.0
N144z,M54.1,766.0
N145.,M54.9,760.0
N146.,M53.8,742.9
N1461,M43.2,724.9
N1461,M43.2,721.8
N1463,M53.2,742.9
N1463,M53.2,741.0
N1464,M53.2,742.9
N1464,M53.2,741.0
N1466,M53.3,742.9
N146z,M53.8,742.9
N147.,M53.3,742.9
N1470,M53.3,742.9
N1472,M53.3,742.9
N147z,M53.3,742.9
N1482,M43.2,724.9
N1482,M43.2,721.8
N1484,M43.2,724.9
N1484,M43.2,721.8
N1486,M43.2,724.9
N1486,M43.2,721.8
N1487,M53.2,742.9
N1487,M53.2,741.0
N1488,M53.2,742.9
N1488,M53.2,741.0
N1489,M53.2,742.9
N1489,M53.2,741.0
N148A,M53.2,742.9
N148A,M53.2,741.0
N148B,M53.2,742.9
N148B,M53.2,741.0
N149.,M53.8,742.9
N14A.,M54.8,760.0
N14y.,M54.8,760.0
N14z.,M53.9,721.8
N14z.,M53.9,742.9
N1y..,M53.9,721.8
N1y..,M53.9,742.9
N1y1.,M48.4,743.4
N1z..,M53.9,721.8
N1z..,M53.9,742.9
N2...,M79.0,729.1
N20..,M35.3,717.0
N200.,M31.5,446.5
N21..,M77.9,726.1
N210.,M75.0,726.1
N211.,M75.1,726.1
N211.,M75.1,726.0
N2110,M75.1,726.1
N2110,M75.1,726.0
N2111,M75.3,726.2
N2112,M75.2,726.0
N2112,M75.2,726.1
N2113,M75.1,726.1
N2113,M75.1,726.0
N2114,M75.1,726.1
N2114,M75.1,726.0
N2115,M75.1,726.1
N2115,M75.1,726.0
N2116,M75.5,726.0
N2117,M75.5,726.0
N2118,M75.5,726.0
N211z,M75.1,726.1
N211z,M75.1,726.0
N212.,M75.8,726.0
N2120,M75.0,726.1
N2121,M75.8,726.0
N2122,M75.4,726.0
N2124,M75.4,726.0
N2125,M75.8,726.0
N212z,M75.9,726.0
N213.,M77.8,726.1
N2130,M77.8,726.1
N2131,M77.0,726.0
N2132,M77.1,726.0
N2133,M70.2,726.3
N2134,M75.2,726.0
N2134,M75.2,726.1
N2135,M75.8,726.0
N213z,M77.8,726.1
N2140,M70.8,729.0
N2141,M70.1,727.2
N2141,M70.1,726.1
N2142,M77.2,726.1
N214z,M77.8,726.1
N215.,M76.8,726.1
N2151,M70.7,726.1
N2152,M76.0,726.1
N2153,M76.2,726.1
N2154,M76.1,726.1
N2155,M70.6,726.1
N2156,M76.8,726.1
N2157,M70.6,726.1
N2159,M76.3,772.0
N215A,M70.7,726.1
N215z,M76.8,726.1
N216.,M76.8,726.1
N2160,M70.5,726.1
N2161,M71.5,727.2
N2162,M76.4,726.3
N2163,M71.5,727.2
N2164,M76.5,726.1
N2165,M70.4,726.3
N2166,M70.5,726.1
N2167,M70.5,726.1
N2168,M76.8,726.1
N2169,M76.8,726.1
N216z,M76.8,726.1
N217.,M77.5,726.1
N2170,M77.5,726.1
N2172,M77.4,726.1
N2173,M76.6,726.3
N2174,M76.6,726.3
N2175,M76.8,726.1
N2176,M76.8,726.1
N2177,M77.3,726.4
N2178,M76.7,726.1
N2179,M72.2,728.7
N217A,M77.3,726.4
N217B,M76.8,726.1
N21y0,T79.6,958.0
N21y1,T79.6,958.0
N21z.,M77.9,726.1
N21z0,M77.9,726.1
N21z1,M77.9,726.1
N21z2,M77.9,726.1
N21z3,M89.9,743.9
N21z4,M89.9,743.9
N21z5,M89.9,743.9
N21z6,M89.9,743.9
N21z7,M89.9,743.9
N21zz,M77.9,726.1
N22..,M71.9,727.0
N220.,M65,727.1
N2200,M65.9,727.1
N2202,D48.1,199.0
N2203,M65.3,709.7
N2203,M65.3,1010.0
N2203,M65.3,727.1
N2204,M65.4,727.1
N2205,M65.8,727.1
N2206,M65.8,727.1
N2207,M65.8,727.1
N2209,M65.8,727.1
N220A,M65.8,727.1
N220B,M65.8,727.1
N220C,M65.8,727.1
N220D,M65.8,727.1
N220E,M65.8,727.1
N220F,M65.8,727.1
N220G,M65.3,709.7
N220G,M65.3,1010.0
N220G,M65.3,727.1
N220H,M65.8,727.1
N220J,M65.8,727.1
N220K,M65.8,727.1
N220L,M65.8,727.1
N220M,M65.8,727.1
N220Q,M67.3,727.1
N220R,M70.0,727.1
N220S,M65.9,727.1
N220T,M65.9,727.1
N220V,M65.9,727.1
N220W,M65.9,727.1
N220X,M65.9,727.1
N220Y,M65.8,727.1
N220z,M65.8,727.1
N221.,M20.1,735.3
N2210,M20.1,735.3
N222.,M75.9,726.0
N2220,M70.3,726.1
N2222,M70.5,726.1
N2225,M70.4,726.3
N223.,M71.9,727.0
N2240,M71.3,727.4
N2241,M67.4,727.4
N2242,M67.4,727.4
N2243,M67.4,727.4
N2244,M71.3,727.4
N2245,M67.4,727.4
N2246,M67.4,727.4
N2247,M67.4,727.4
N2248,M67.4,727.4
N2249,M67.4,727.4
N224A,M71.2,727.5
N224B,M67.4,727.4
N224C,M67.4,727.4
N224D,M67.8,727.0
N224E,M67.4,727.4
N224z,M71.3,727.4
N2251,M66.0,727.5
N226.,M66.5,727.6
N2261,M75.1,726.1
N2261,M75.1,726.0
N2262,M66.4,727.6
N2263,M66.2,727.6
N2264,M66.3,727.6
N2265,S76.1,1009.0
N2266,M66.2,727.6
N2267,M66.2,727.6
N2269,M66.2,727.6
N226E,M66.3,727.6
N226F,S86.1,1009.0
N226H,M67.8,727.0
N226K,M67.8,727.0
N226N,M66.2,727.6
N226z,M66.4,727.6
N227.,M67.8,727.0
N22y.,M67.8,727.0
N22y0,M67.1,727.7
N22y1,M67.8,727.0
N22y4,M67.8,727.0
N22y5,M67.1,727.7
N22yK,M71.0,727.0
N22yM,M67.0,727.7
N22yN,M67.8,727.0
N22yz,M67.8,727.0
N22z.,M67.9,727.0
N22z.,M67.9,781.0
N22z.,M67.9,274.21
N22z.,M67.9,729.0
N230C,M60.0,712.0
N230G,M60.0,712.0
N230J,M60.0,712.0
N231.,M61.9,728.1
N2312,M61.0,728.1
N2314,M61.1,728.1
N231z,M61.9,728.1
N232.,M62.5,728.0
N232.,M62.5,772.1
N2320,G71.8,359.2
N2322,M62.5,728.0
N2322,M62.5,772.1
N232z,M62.5,728.0
N232z,M62.5,772.1
N2330,Q68.8,755.4
N2330,Q68.8,756.0
N2333,M62.8,772.0
N234.,M24.2,728.2
N235.,M35.7,728.2
N236.,M72.0,728.71
N2360,M72.0,728.71
N2361,M72.0,728.71
N2362,M72.0,728.71
N2363,M72.0,728.71
N2364,M72.0,728.71
N2365,M72.0,728.71
N2366,M72.0,728.71
N2367,M72.0,728.71
N2368,M72.0,728.71
N237.,M72.8,772.0
N2370,M72.2,728.7
N2371,M72.1,728.0
N2372,M72.4,728.0
N237z,M72.8,772.0
N238.,M62.4,772.4
N238.,M62.4,727.7
N2388,M62.4,772.4
N2388,M62.4,727.7
N238J,M62.4,772.4
N238J,M62.4,727.7
N238M,M62.4,772.4
N238M,M62.4,727.7
N23y.,M79.8,729.0
N23y.,M79.8,771.1
N23y1,M60.2,701.5
N23y2,M62.1,728.0
N23y3,M62.0,728.0
N23y4,R25.2,350.1
N23y7,M79.8,729.0
N23y7,M79.8,771.1
N23y9,M65.2,727.0
N23yA,M62.0,728.0
N23yB,M62.2,772.0
N23yC,M62.4,772.4
N23yC,M62.4,727.7
N23yD,M62.6,729.0
N23yE,R25.2,350.1
N23yz,M79.8,729.0
N23yz,M79.8,771.1
N24..,M79.9,729.0
N240.,M79.0,729.1
N2400,M79.0,729.1
N2402,M79.0,729.1
N2403,M79.0,729.1
N2407,M79.0,729.1
N240z,M79.0,729.1
N2410,M79.1,770.0
N2411,M60.9,770.0
N2411,M60.9,359.2
N2413,M79.1,770.0
N2420,M79.2,766.0
N2421,M79.2,766.0
N2422,M54.1,766.0
N2423,M79.2,766.0
N243.,M79.3,729.3
N243z,M79.3,729.3
N244.,M72.9,728.7
N245.,M79.6,773.0
N2450,M79.6,773.0
N2451,M79.6,773.0
N2452,M79.6,773.0
N2453,M79.6,773.0
N2454,M79.6,773.0
N2455,M79.6,773.0
N2456,M79.6,773.0
N2457,M25.5,745.0
N246.,M79.5,1001.0
N247.,R29.8,781.0
N2470,M79.8,729.0
N2470,M79.8,771.1
N2471,R25.2,350.1
N2472,R25.2,350.1
N247z,R29.8,781.0
N2481,M79.1,770.0
N24z.,M79.9,729.0
N2y..,M79.0,729.1
N2z..,M79.0,729.1
N3...,M94.9,742.8
N30..,M86,710.19
N300.,M86.1,710.11
N3000,M86.1,710.11
N3001,M86.1,710.11
N3004,M86.1,710.11
N3005,M86.1,710.11
N3006,M86.1,710.11
N3007,M86.1,710.11
N3008,M86.1,710.11
N300A,M46.2,710.19
N300F,M86.1,710.11
N300Q,M86.1,710.11
N300S,M86.1,710.11
N300X,M86.1,710.11
N300Y,M86.1,710.11
N301.,M86.6,710.12
N3016,M86.6,710.12
N3017,M86.6,710.12
N301C,M46.2,710.19
N301M,M86.4,710.12
N301z,M86.6,710.12
N302.,M86.9,710.19
N3020,M86.9,710.19
N3021,M86.9,710.19
N3025,M86.9,710.19
N3026,M86.9,710.19
N302C,M46.2,710.19
N302D,M46.2,710.19
N302E,M46.2,710.19
N302G,M86.9,710.19
N302N,M86.9,710.19
N302P,M86.9,710.19
N302Y,M86.9,710.19
N302b,M86.8,710.12
N302z,M86.9,710.19
N303.,M86.9,710.19
N30z5,M86.9,710.19
N30z8,M86.9,710.19
N310.,M88.9,731.1
N310z,M88.9,731.1
N312.,M89.4,731.0
N32..,M94.9,742.8
N320.,M42.0,732.1
N3201,M42.0,732.1
N321.,M91.9,732.1
N3211,M91.1,732.1
N3215,M91.0,732.1
N322.,M93.0,732.0
N3220,M93.0,732.0
N3222,M93.0,732.0
N3233,M92.2,732.1
N3237,M92.1,732.1
N323z,M92.1,732.1
N324.,M92.3,732.1
N3242,M92.5,732.1
N3242,M92.5,736.0
N3243,M92.4,732.1
N3244,M92.5,732.1
N3244,M92.5,736.0
N325.,M92.8,732.1
N3252,M92.6,732.1
N3253,M92.7,732.1
N3255,M92.6,732.1
