read2_code,icd10_code,phecode
Q405.,P39.0,657.0
Q4061,P39.1,657.0
Q4085,P36.0,657.0
Q4090,P35.3,657.0
Q40y1,P39.3,657.0
Q41..,P50.9,656.4
Q41y0,P54.8,656.4
Q41y1,P54.6,656.4
Q42..,P55.9,656.1
Q43..,P59.8,656.8
Q432.,P59.0,656.8
Q4332,P59.3,656.8
Q43z.,P59.9,656.8
Q451.,P61.0,656.5
Q470.,P83.2,656.7
Q476.,P83.5,656.7
Q481.,P91.3,656.0
Q483.,P92,656.3
Q4837,P92.5,656.3
Q486.,P96.4,656.0
Q48D.,P95,656.0
Q48D0,P95,656.0
Q48D1,P95,656.0
Q48y2,P94.2,656.0
Q48y6,P96.8,656.0
Q492.,P29.2,656.0
Q4y..,P96.8,656.0
Q4z..,P96.8,656.0
Qz...,P96.9,656.0
R0000,R40.0,291.8
R0001,R40.0,291.8
R0002,R40.1,291.8
R0003,R40.2,348.7
R001.,R44.3,292.6
R0010,R44.0,292.6
R0012,R44.2,292.6
R0014,R44.1,368.9
R001z,R44.3,292.6
R002.,R55,788.0
R0020,R55,788.0
R0021,R55,788.0
R0022,R55,788.0
R0023,R55,788.0
R0024,R55,788.0
R0025,R55,788.0
R0026,R55,788.0
R0027,R55,788.0
R002z,R55,788.0
R003.,R56.8,345.3
R0030,R56.0,345.3
R0032,R56.8,345.3
R0033,R56.8,345.3
R0034,R56.8,345.3
R003z,R56.8,345.3
R004.,R42,386.9
R0040,R42,386.9
R0041,R42,386.9
R0042,R42,386.9
R0043,R42,386.9
R0044,R42,386.9
R004z,R42,386.9
R005.,G47,327.0
R0050,G47.9,327.0
R0052,G47.0,327.41
R0054,G47.1,291.8
R005z,G47.9,327.0
R006.,R50.9,783.0
R0062,R50.9,783.0
R006z,R50.9,783.0
R007.,R53,798.0
R0070,R53,798.0
R0071,R53,798.0
R0072,R53,798.0
R0073,R53,798.0
R0074,R53,798.0
R0075,R53,798.0
R007z,R53,798.0
R008.,R61.9,705.8
R0080,R61.9,705.8
R0081,R61.9,705.8
R0082,R61.0,705.8
R0084,R61.9,705.8
R0085,G50.8,352.1
R008z,R61.9,705.8
R009.,R41.0,292.4
R00A.,R26.8,350.2
R00z.,R68.8,1005.0
R00z0,R41.2,292.3
R00z1,R68.8,1005.0
R00z2,R52.9,1005.0
R00z2,R52.9,338.1
R00z3,R68.0,780.0
R00z4,R68.8,1005.0
R00z6,R45.2,300.0
R00z7,R45.3,1004.0
R00z8,R45.4,1004.0
R00zB,R52.0,338.1
R00zC,R52.1,1005.0
R00zD,R45.1,315.0
R00zW,R45.7,300.8
R00zX,R41.0,292.4
R00zz,R68.8,1005.0
R010.,R25.8,350.1
R0101,R25.3,350.1
R0102,R25.2,350.1
R0103,R25.1,350.1
R0105,R25.0,350.1
R0106,R25.2,350.1
R0110,R43.0,350.6
R0111,R43.1,350.6
R0112,R43.2,350.6
R012.,R26.8,350.2
R0120,R26.0,350.2
R0122,R26.1,350.2
R0123,R26.0,350.2
R0124,R26.8,350.2
R012z,R26.8,350.2
R013.,R27.8,350.3
R0130,R27.0,350.3
R0131,R27.8,350.3
R0132,R27.8,350.3
R013z,R27.8,350.3
R014.,R29.8,781.0
R0140,R29.8,781.0
R015.,R68.3,781.0
R016.,R29.1,781.0
R0160,R29.1,781.0
R0161,R29.1,781.0
R016z,R29.1,781.0
R017.,R29.0,350.1
R0170,R29.0,350.1
R01z.,R29.8,781.0
R01z0,R29.3,781.2
R01z1,R52.9,1005.0
R01z1,R52.9,338.1
R01z2,R52.9,1005.0
R01z2,R52.9,338.1
R01z4,R29.8,781.0
R01zz,R29.8,781.0
R020.,R20.8,687.4
R0200,R20.0,687.4
R0201,R20.8,687.4
R0202,R20.2,687.4
R0203,R20.2,687.4
R0204,R20.3,687.4
R0205,R20.1,687.4
R0206,R20.8,687.4
R0207,R20.2,687.4
R0208,R20.2,687.4
R0209,R20.8,687.4
R020z,R20.8,687.4
R021.,R21,687.1
R0210,R21,687.1
R0211,R21,687.1
R021z,R21,687.1
R022.,R22.9,687.2
R0220,R22.9,687.2
R0221,R22.9,687.2
R0222,R22.9,687.2
R0223,R22.9,687.2
R0224,R22.3,771.0
R0225,R22.4,771.0
R0226,R22.7,729.0
R0227,R22.2,519.9
R0228,R22.2,519.9
R0229,R22.4,771.0
R022A,R22.2,519.9
R022B,R22.3,771.0
R022C,R22.4,771.0
R022D,R22.4,771.0
R022E,R22.4,771.0
R022F,R22.4,771.0
R022G,R22.3,771.0
R022H,R22.3,771.0
R022I,R22.4,771.0
R022K,R22.2,519.9
R022z,R22.9,687.2
R023.,R60.9,782.3
R0230,R60.1,782.3
R0233,R60.0,782.3
R0234,R60.0,782.3
R023z,R60.9,782.3
R024.,R17,573.5
R0240,R17,573.5
R0241,R17,573.5
R024z,R17,573.5
R025.,R23.0,513.3
R0260,R23.1,782.6
R0261,R23.2,782.6
R0262,R23.2,782.6
R026z,R23.8,687.0
R027.,R23.3,287.1
R0270,R23.3,287.1
R028.,R23.4,687.3
R0280,R23.4,687.3
R0281,R23.4,687.3
R0282,R23.4,687.3
R028z,R23.4,687.3
R029.,R20.8,687.4
R02z.,R23.8,687.0
R030.,R63.0,260.6
R0300,R63.0,260.6
R031.,R63.5,278.4
R032.,R63.4,1002.0
R0330,R63.3,1002.0
R033z,R63.3,1002.0
R0340,R62.0,264.3
R0341,R62.8,264.9
R0342,R62.8,264.9
R0343,R62.8,264.9
R0345,R62.8,264.9
R0346,E34.3,259.0
R0348,R62.8,264.9
R035.,R63.1,276.8
R0350,R63.1,276.8
R035z,R63.1,276.8
R036.,R63.2,260.7
R0360,R63.2,260.7
R0361,R63.2,260.7
R04..,R68.8,1005.0
R040.,R51,339.0
R0400,R51,339.0
R040z,R51,339.0
R041.,R07.0,478.0
R042.,R22.7,729.0
R0420,R22.9,687.2
R0421,R22.9,687.2
R0422,R22.9,687.2
R0423,R90.0,293.1
R0424,R22.0,293.1
R0425,R22.1,293.1
R0426,R90.0,293.1
R0427,R22.0,293.1
R0428,R22.0,293.1
R0429,R22.0,293.1
R042A,R22.0,293.1
R042B,R22.0,293.1
R042C,R22.0,293.1
R042D,R22.0,293.1
R042z,R22.9,687.2
R043.,R47.0,292.1
R044.,R49.8,473.4
R0440,R49.8,473.4
R0441,R49.1,473.4
R0442,R49.1,473.4
R0443,R49.8,473.4
R0444,R49.0,473.4
R0445,R49.0,473.4
R0448,R49.8,473.4
R045.,R47.8,292.1
R0450,R47.1,292.1
R0451,R47.0,292.1
R0452,R47.8,292.1
R045z,R47.8,292.1
R0463,R48.0,292.12
R0464,R48.8,292.12
R0465,R48.1,292.12
R047.,R04.0,477.0
R04z.,R68.8,1005.0
R04z0,R06.8,512.9
R04z1,R19.6,293.0
R04z2,R06.5,293.0
R04z3,R06.7,293.0
R04z4,J34.8,479.0
R04zz,R68.8,1005.0
R050.,R00.0,427.7
R051.,R00.2,427.9
R0510,R00.2,427.9
R051z,R00.2,427.9
R052.,R01.1,396.0
R0520,R01.0,396.0
R0521,R01.1,396.0
R0522,R01.0,396.0
R0523,R01.0,396.0
R052z,R01.0,396.0
R053.,R01.2,396.0
R053z,R01.2,396.0
R054.,R02,791.0
R0542,E14.5,443.7
R0551,R57.0,797.1
R0554,R57.1,797.0
R056.,R59.9,289.4
R0560,R59.1,289.4
R0561,R59.9,289.4
R0564,R59.0,289.4
R0565,R59.1,289.4
R056z,R59.9,289.4
R059.,R00.1,427.3
R05W.,R00.1,427.3
R05z0,R09.8,429.3
R05z1,R09.8,429.3
R0600,R09.8,429.3
R0601,R06.4,513.4
R0602,R06.0,512.7
R0603,R06.8,512.9
R0604,R06.8,512.9
R0605,R06.3,513.31
R0606,R06.0,512.7
R0607,R06.8,512.9
R0608,R06.0,512.7
R0609,R06.2,512.1
R060A,R06.0,512.7
R060B,R06.5,293.0
R060C,R06.8,512.9
R060D,R06.8,512.9
R060E,R06.2,512.1
R060F,R06.2,512.1
R060G,R06.2,512.1
R060z,R06.8,512.9
R061.,R06.1,479.0
R062.,R05,512.8
R0620,R05,512.8
R0621,R05,512.8
R063.,R04.2,516.1
R0630,R04.2,516.1
R0631,R04.8,516.1
R063z,R04.2,516.1
R064.,R09.3,516.0
R0640,R09.3,516.0
R0641,R09.3,516.0
R0643,R09.3,516.0
R064z,R09.3,516.0
R065.,R07.4,418.0
R0650,R07.4,418.0
R0651,R07.2,418.1
R0652,R07.3,418.0
R0653,R07.1,512.2
R0654,R07.3,418.0
R0655,R07.3,418.0
R0656,R07.3,418.0
R0657,R07.3,418.0
R0658,R07.3,418.0
R0659,R07.3,418.0
R065A,R07.3,418.0
R065B,R07.3,418.0
R065C,R07.3,418.0
R065D,R07.2,418.1
R065z,R07.4,418.0
R066.,R22.2,519.9
R0660,R22.2,519.9
R0661,R22.2,519.9
R0662,R22.2,519.9
R066z,R22.2,519.9
R067.,R09.8,429.3
R0671,R09.8,429.3
R0672,R09.8,429.3
R068.,R06.6,513.8
R06z.,R06.8,512.9
R06z0,R06.8,512.9
R06zz,R06.8,512.9
R070.,R11,789.0
R0700,R11,789.0
R0701,R11,789.0
R0703,R11,789.0
R070z,R11,789.0
R071.,R12,530.9
R0710,R12,530.9
R0711,R12,530.9
R071z,R12,530.9
R072.,R13,532.0
R0720,R13,532.0
R072z,R13,532.0
R073.,R14,561.2
R0730,R14,561.2
R0731,R14,561.2
R0732,R14,561.2
R0733,R14,561.2
R0734,R14,561.2
R073z,R14,561.2
R074.,R19.2,561.0
R075.,R19.1,561.0
R0751,R19.1,561.0
R076.,R15,561.0
R0760,R15,561.0
R0761,R15,561.0
R076z,R15,561.0
R077.,R19.5,579.8
R0770,R19.5,579.8
R0771,R19.5,579.8
R077z,R19.5,579.8
R078.,R19.4,561.0
R079.,R19.8,561.0
R07A.,R19.8,561.0
R07z.,R19.8,561.0
R07z0,R19.8,561.0
R07z2,R19.8,561.0
R07zz,R19.8,561.0
R080.,N23,594.8
R0800,N23,594.8
R0801,N23,594.8
R080z,N23,594.8
R081.,R30.0,599.3
R0810,R30.9,599.3
R081z,R30.0,599.3
R082.,R33,599.2
R0820,R33,599.2
R0821,R33,599.2
R0822,R33,599.2
R0823,R33,599.2
R0824,R33,599.2
R083.,R32,599.4
R0830,R32,599.4
R0831,R32,599.4
R0832,N39.4,599.4
R083z,R32,599.4
R084.,R35,599.5
R0840,R35,599.5
R0841,R35,599.5
R0842,R35,599.5
R084z,R35,599.5
R0850,R34,599.6
R0851,R34,599.6
R0852,R34,599.6
R086.,R39.1,599.9
R0860,R39.1,599.9
R0861,R39.1,599.9
R0862,R39.1,599.9
R0863,R39.1,599.9
R087.,R36,599.7
R0870,R36,599.7
R08z.,R39.8,599.0
R08z.,R39.8,598.0
R08z1,R39.8,599.0
R08z1,R39.8,598.0
R08z2,R30.1,599.8
R08z3,N50.8,608.0
R08zz,R39.8,599.0
R08zz,R39.8,598.0
R09..,R19.8,561.0
R090.,R10.4,785.0
R0900,R10.4,785.0
R0901,R10.4,785.0
R0902,R10.4,785.0
R0903,R10.4,785.0
R0904,R10.4,785.0
R0905,R10.1,785.0
R0906,R10.3,785.0
R0907,R10.1,785.0
R0908,R10.3,785.0
R0909,R10.3,785.0
R090A,R10.3,785.0
R090B,R10.3,785.0
R090C,M54.5,760.0
R090D,G43.1,340.1
R090E,R10.4,785.0
R090F,R10.0,785.0
R090G,R10.2,785.0
R090H,R10.1,785.0
R090J,R10.1,785.0
R090K,R10.1,785.0
R090L,R10.3,785.0
R090N,R10.4,785.0
R090P,R10.4,785.0
R090y,R10.4,785.0
R090z,R10.4,785.0
R091.,R16.0,573.3
R0910,R16.0,573.3
R091z,R16.0,573.3
R092.,R16.1,579.2
R0920,R16.1,579.2
R092z,R16.1,579.2
R093.,R19.0,579.0
R0930,R19.0,579.0
R0931,R19.0,579.0
R0932,R19.0,579.0
R0933,R19.0,579.0
R0934,R19.0,579.0
R0935,R19.0,579.0
R0936,R19.0,579.0
R0938,R19.0,579.0
R0939,R19.0,579.0
R093A,R19.0,579.0
R093B,R19.0,579.0
R095.,R18,572.0
R095z,R18,572.0
R096.,R10.0,785.0
R09z.,R19.8,561.0
R09z1,R19.8,561.0
R0z..,R68.8,1005.0
R10..,R79.9,790.6
R100.,R71,289.9
R1002,R71,289.9
R101.,R70.0,790.1
R102.,R73.0,250.41
R103.,R78.0,317.0
R104.,R74.9,573.9
R1042,R74.8,573.9
R1043,R74.8,573.9
R105.,R79.9,790.6
R1052,R79.0,790.6
R1053,R78.8,790.6
R1057,R79.8,790.6
R1059,R77.1,790.0
R105A,R77.2,790.0
R105B,R79.0,790.6
R105z,R79.9,790.6
R106.,A49.9,41.0
R107.,B34.9,79.0
R108.,R70.1,790.0
R109.,R75,790.0
R10A.,R76.0,279.7
R10C.,R73.9,250.42
R10D.,R73.9,250.42
R10D0,R73.9,250.42
R10E.,R73.0,250.41
R11..,R82.9,598.9
R110.,R80,269.0
R1100,R80,269.0
R1101,R80,269.0
R1102,R80,269.0
R1103,R80,269.0
R110z,R80,269.0
R112.,R82.3,285.8
R115.,R81,250.5
R116.,R82.4,250.5
R1160,R82.4,250.5
R118.,R82.7,598.9
R11z3,R82.5,598.9
R11z4,R82.5,598.9
R11zz,R82.9,598.9
R120.,R83.9,346.3
R121.,R19.5,579.8
R1210,R19.5,579.8
R1212,R19.5,579.8
R121z,R19.5,579.8
R122.,R86.9,609.2
R1220,R86.9,609.2
R122z,R86.9,609.2
R124.,R85.9,1010.0
R127.,R89.9,1010.0
R128.,R87.9,1010.0
R12A2,R85.2,1010.0
R12A8,A04.8,8.5
R12B6,R86.5,609.2
R1300,R93.0,346.1
R1301,R93.0,346.1
R1310,R91,514.0
R1311,R91,514.0
R1312,R91,514.0
R1320,R93.1,793.2
R1322,R93.1,793.2
R1323,R93.8,793.2
R133.,R93.2,575.9
R134.,R93.3,564.8
R135.,R93.4,599.0
R1350,R93.4,599.0
R1351,R93.4,599.0
R1352,R93.4,599.0
R1353,R93.4,599.0
R135z,R93.4,599.0
R1370,R93.7,793.0
R137z,R93.7,793.0
R138.,R92,611.1
R1380,R92,611.1
R138z,R92,611.1
R13zz,R93.8,793.2
R14..,R94,1010.0
R1402,R94.0,346.2
R1403,R94.0,346.2
R1410,R94.1,346.0
R1417,R94.1,346.0
R1418,R94.1,346.0
R142.,R94.2,514.1
R1420,R91,514.0
R1421,R94.2,514.1
R1422,R94.2,514.1
R142z,R94.2,514.1
R143.,R94.3,429.2
R1431,R94.3,429.2
R144.,R94.4,589.0
R145.,R94.6,246.7
R1450,R94.6,246.7
R145z,R94.6,246.7
R146.,R94.7,259.1
R148.,R94.5,573.7
R1480,R93.2,575.9
R148z,R94.5,573.7
R149.,R94.8,794.0
R14A.,R94.7,259.1
R15..,R89.9,1010.0
R1531,R84.5,1010.0
R1533,R89.5,1010.0
R156.,R76.2,1010.0
R15X.,R76.9,279.7
R15y0,R79.8,790.6
R15z0,R76.9,279.7
R1y1.,R29.2,350.5
R1y2.,R03.0,402.0
R1y3.,R03.1,458.0
R1y4.,R09.8,429.3
R200.,R54,290.0
R2y01,R09.0,1013.0
R2y1.,J96.9,509.1
R2y1.,J96.9,509.2
R2y11,R09.2,509.5
R2y2.,R45.0,1004.0
R2y3.,R53,798.0
R2yy.,R68.8,1005.0
R2z..,R69,1019.0
Ry12.,R46.2,1019.0
Ry13.,R46.3,1019.0
Ry15.,R46.6,1019.0
Ry16.,R46.4,1019.0
Ry18.,R46.8,1019.0
Ryu03,R06.8,512.9
Ryu04,R07.3,418.0
Ryu06,R00.1,427.3
Ryu12,R19.5,579.8
Ryu20,R20.8,687.4
Ryu42,R30.9,599.3
Ryu51,R41.8,292.0
Ryu70,R52.2,338.2
Ryu73,R58,459.1
Ryu78,R68.2,527.7
Ryu89,R72,288.0
Ryu8A,R73.9,250.42
Rz...,R69,1019.0
S0...,S02,819.0
S00..,S02.0,819.0
S000.,S02.0,819.0
S0000,S02.0,819.0
S0003,S02.0,819.0
S00z.,S02.0,819.0
S01..,S02.1,819.0
S0113,S02.1,819.0
S01z.,S02.1,819.0
S02..,S02.9,819.0
S020.,S02.2,819.0
S021.,S02.2,819.0
S022.,S02.6,819.0
S0220,S02.6,819.0
S0221,S02.6,819.0
S0222,S02.6,819.0
S0223,S02.6,819.0
S0225,S02.6,819.0
S0226,S02.6,819.0
S022x,S02.6,819.0
S022z,S02.6,819.0
S023.,S02.6,819.0
S023z,S02.6,819.0
S024.,S02.4,819.0
S0240,S02.4,819.0
S0241,S02.4,819.0
S024z,S02.4,819.0
S025.,S02.4,819.0
S0251,S02.4,819.0
S025z,S02.4,819.0
S026.,S02.3,819.0
S027.,S02.3,819.0
S028.,S02.9,819.0
S0280,S02.2,819.0
S0281,S02.3,819.0
S0282,S02.4,819.0
S0283,S02.6,819.0
S02A.,S02.4,819.0
S02x.,S02.8,819.0
S02x0,S02.8,819.0
S02x1,S02.8,819.0
S02xz,S02.8,819.0
S02z.,S02.8,819.0
S03z.,S02.9,819.0
S04..,S02.7,819.0
S044.,S02.7,819.0
S0z..,S02.9,819.0
S1...,T02.8,1009.0
S100.,S12.9,805.0
S1000,S12.9,805.0
S1001,S12.0,805.0
S1003,S12.2,805.0
S1004,S12.2,805.0
S1006,S12.2,805.0
S1007,S12.2,805.0
S1008,S12.0,805.0
S100A,S12.1,805.0
S100D,S12.1,805.0
S100L,S12.9,805.0
S101x,S12.7,1009.0
S101x,S12.7,805.0
S101x,S12.7,870.6
S102.,S22.0,805.0
S1020,S22.0,805.0
S1021,S22.0,805.0
S1024,S22.0,805.0
S102y,S22.0,805.0
S102z,S22.0,805.0
S103.,S22.0,805.0
S104.,S32.0,805.0
S1040,S32.0,805.0
S1041,S32.0,805.0
S1044,S32.0,805.0
S105.,S32.0,805.0
S106.,S32.1,802.0
S106.,S32.1,805.0
S108.,S32.8,1009.0
S108.,S32.8,915.0
S109.,S32.8,1009.0
S109.,S32.8,915.0
S10A.,S12,805.0
S10A1,S12.1,805.0
S10B0,S32.0,805.0
S10B1,S32.1,802.0
S10B1,S32.1,805.0
S10B2,S32.2,805.0
S10B3,S32.3,802.0
S10B4,S32.4,802.0
S10B5,S32.5,802.0
S110.,S12.9,805.0
S112.,S22.0,805.0
S12..,T02.8,1009.0
S120.,S22.3,807.0
S1200,S22.3,807.0
S1201,S22.3,807.0
S1202,S22.4,807.0
S1202,S22.4,803.3
S1203,S22.4,807.0
S1203,S22.4,803.3
S1204,S22.4,807.0
S1204,S22.4,803.3
S1209,S22.4,807.0
S1209,S22.4,803.3
S120A,S22.3,807.0
S120z,S22.3,807.0
S122.,S22.2,807.0
S122.,S22.2,805.0
S123.,S22.2,807.0
S123.,S22.2,805.0
S124.,S22.5,809.0
S127.,S22.3,807.0
S1270,S22.4,807.0
S1270,S22.4,803.3
S1271,S22.3,807.0
S128.,S22.2,807.0
S128.,S22.2,805.0
S12z.,T02.8,1009.0
S13..,S32.8,1009.0
S13..,S32.8,915.0
S130.,S32.4,802.0
S130z,S32.4,802.0
S132.,S32.5,802.0
S1320,S32.5,802.0
S1321,S32.5,802.0
S1322,S32.5,802.0
S132y,S32.5,802.0
S132z,S32.5,802.0
S1331,S32.5,802.0
S134.,S32.8,1009.0
S134.,S32.8,915.0
S1340,S32.3,802.0
S1341,S32.8,1009.0
S1341,S32.8,915.0
S1344,S32.3,802.0
S1345,S32.3,802.0
S1346,S32.3,802.0
S1348,S32.3,802.0
S13y.,S32.8,1009.0
S13y.,S32.8,915.0
S13z.,S32.8,1009.0
S13z.,S32.8,915.0
S15..,S22.0,805.0
S150.,S22.1,809.0
S1500,S22.1,809.0
S2...,T10,803.0
S20..,S42.0,803.3
S200.,S42.0,803.3
S2000,S42.0,803.3
S2001,S42.0,803.3
S2002,S42.0,803.3
S2003,S42.0,803.3
S200z,S42.0,803.3
S2010,S42.0,803.3
S2011,S42.0,803.3
S2012,S42.0,803.3
S20z.,S42.0,803.3
S21..,S42.1,803.3
S210.,S42.1,803.3
S2101,S42.1,803.3
S2102,S42.1,803.3
S2103,S42.1,803.3
S2104,S42.1,803.3
S2105,S42.1,803.3
S21z.,S42.1,803.3
S22..,S42.3,803.1
S220.,S42.2,803.1
S2200,S42.2,803.1
S2201,S42.2,803.1
S2202,S42.2,803.1
S2203,S42.2,803.1
S2204,S42.2,803.1
S2205,S42.2,803.1
S2206,S42.2,803.1
S2207,S42.2,803.1
S220z,S42.2,803.1
S221.,S42.2,803.1
S2211,S42.2,803.1
S2213,S42.2,803.1
S2215,S42.2,803.1
S222.,S42.3,803.1
S2220,S42.3,803.1
S2221,S42.3,803.1
S222z,S42.3,803.1
S224.,S42.4,803.1
S2240,S52.0,803.2
S2241,S42.4,803.1
S2242,S42.4,803.1
S2243,S42.4,803.1
S2245,S42.4,803.1
S2246,S42.4,803.1
S2247,S42.4,803.1
S2248,S42.4,803.1
S2249,S42.4,803.1
S224z,S42.4,803.1
S225.,S42.4,803.1
S2251,S42.4,803.1
S2252,S42.4,803.1
S226.,S42.2,803.1
S227.,S42.3,803.1
S228.,S42.4,803.1
S22z.,S42.3,803.1
S23..,S52,803.2
S230.,S52.7,803.0
S2300,S52.8,803.0
S2301,S52.0,803.2
S2302,S52.0,803.2
S2303,S52.0,803.2
S2305,S52.0,803.2
S2306,S52.1,803.2
S2307,S52.1,803.2
S2309,S52.1,803.2
S230B,S52.0,803.2
S231.,S52.7,803.0
S2311,S52.0,803.2
S2316,S52.1,803.2
S2317,S52.1,803.2
S2319,S52.1,803.2
S231B,S52.0,803.2
S232.,S52.4,803.2
S2320,S52.3,803.2
S2321,S52.3,803.2
S2322,S52.2,803.2
S2323,S52.4,803.2
S233.,S52.4,803.2
S2332,S52.2,803.2
S234.,S52.6,804.0
S2340,S52.8,803.0
S2341,S52.5,803.2
S2342,S52.5,803.2
S2343,S52.8,803.0
S2344,S52.8,803.0
S2345,S52.8,803.0
S2346,S52.6,804.0
S2347,S52.5,803.2
S2349,S52.5,803.2
S234A,S52.5,803.2
S234B,S52.5,803.2
S234C,S52.5,803.2
S234D,S52.5,803.2
S234E,S52.5,803.2
S234F,S52.5,803.2
S234G,S52.5,803.2
S234z,S52.8,803.0
S235.,S52.6,804.0
S2351,S52.5,803.2
S2352,S52.5,803.2
S2353,S52.8,803.0
S2356,S52.6,804.0
S2357,S52.5,803.2
S2359,S52.5,803.2
S235B,S52.5,803.2
S236.,S52.0,803.2
S237.,S52.1,803.2
S238.,S52.2,803.2
S239.,S52.3,803.2
S23A.,S52.4,803.2
S23B.,S52.5,803.2
S23C.,S52.6,804.0
S23x.,S52.7,803.0
S23x0,S52.9,803.2
S23x1,S52.8,803.0
S23x2,S52.2,803.2
S23x3,S52.7,803.0
S23xz,S52.7,803.0
S23y.,S52.7,803.0
S23y1,S52.8,803.0
S23y2,S52.8,803.0
S23z.,S52.8,803.0
S24..,S62.1,804.0
S240.,S62.1,804.0
S2401,S62.0,804.0
S2402,S62.1,804.0
S2403,S62.1,804.0
S2404,S62.1,804.0
S2405,S62.1,804.0
S2406,S62.1,804.0
S2408,S62.1,804.0
S240B,S62.0,804.0
S240D,S62.0,804.0
S240E,S62.0,804.0
S240z,S62.1,804.0
S2411,S62.0,804.0
S241B,S62.0,804.0
S2420,S62.0,804.0
S2421,S62.2,804.0
S2422,S62.3,804.0
S2423,S62.4,804.0
S24z.,S62.1,804.0
S25..,S62.3,804.0
S250.,S62.3,804.0
S2500,S62.3,804.0
S2501,S62.2,804.0
S2502,S62.3,804.0
S2503,S62.3,804.0
S2504,S62.3,804.0
S2505,S62.3,804.0
S2506,S62.3,804.0
S2508,S62.2,804.0
S250A,S62.2,804.0
S250x,S62.4,804.0
S250z,S62.3,804.0
S251.,S62.3,804.0
S2514,S62.3,804.0
S2516,S62.3,804.0
S252.,S62.1,804.0
S26..,S62.7,804.0
S260.,S62.7,804.0
S2600,S62.7,804.0
S2601,S62.7,804.0
S2602,S62.7,804.0
S2603,S62.5,804.0
S2604,S62.5,804.0
S2608,S62.5,804.0
S260D,S62.6,804.0
S260E,S62.6,804.0
S260F,S62.6,804.0
S260H,S62.6,804.0
S260J,S62.6,804.0
S260K,S62.6,804.0
S260L,S62.6,804.0
S260M,S62.6,804.0
S260R,S62.6,804.0
S260S,S62.6,804.0
S260U,S62.6,804.0
S260V,S62.6,804.0
S260W,S62.6,804.0
S260x,S62.7,804.0
S260z,S62.7,804.0
S261.,S62.7,804.0
S2610,S62.7,804.0
S2618,S62.5,804.0
S261B,S62.5,804.0
S261D,S62.6,804.0
S261K,S62.6,804.0
S261R,S62.6,804.0
S261T,S62.6,804.0
S261z,S62.7,804.0
S262.,S62.5,804.0
S263.,S62.6,804.0
S264.,S62.7,804.0
S26z.,S62.7,804.0
S27..,S62.8,804.0
S28..,T10,803.0
S280.,T10,803.0
S28z.,T10,803.0
S29..,T02.8,1009.0
S292.,S42.7,803.0
S2920,S42.7,803.0
S293.,S52.7,803.0
S29z.,T02.8,1009.0
S2B..,S62.8,804.0
S2z..,T10,803.0
S3...,T12,800.0
S30..,S72.0,800.1
S3000,S72.0,800.1
S3003,S72.0,800.1
S3004,S72.0,800.1
S3006,S72.0,800.1
S300A,S72.0,800.1
S300y,S72.0,800.1
S302.,S72.1,800.1
S302.,S72.1,800.2
S3020,S72.1,800.1
S3020,S72.1,800.2
S3024,S72.1,800.1
S3024,S72.1,800.2
S304.,S72.1,800.1
S304.,S72.1,800.2
S305.,S72.2,800.2
S30w.,S72.8,800.0
S30y.,S72.0,800.1
S31..,S72.8,800.0
S310.,S72.3,800.0
S310.,S72.3,800.2
S3100,S72.9,800.2
S3101,S72.3,800.0
S3101,S72.3,800.2
S311z,S72.3,800.0
S311z,S72.3,800.2
S312.,S72.4,800.2
S312.,S72.4,800.0
S3121,S72.4,800.2
S3121,S72.4,800.0
S3123,S72.4,800.2
S3123,S72.4,800.0
S3125,S72.4,800.2
S3125,S72.4,800.0
S313.,S72.4,800.2
S313.,S72.4,800.0
S314.,S72.3,800.0
S314.,S72.3,800.2
S315.,S72.4,800.2
S315.,S72.4,800.0
S31z.,S72.9,800.2
S32..,S82.0,800.4
S320.,S82.0,800.4
S3200,S82.0,800.4
S3202,S82.0,800.4
S3204,S82.0,800.4
S321.,S82.0,800.4
S32z.,S82.0,800.4
S33..,S82.2,800.3
S330.,S82.1,800.3
S3300,S82.1,800.3
S3301,S82.4,800.3
S3303,S82.1,800.3
S3304,S82.1,800.3
S3305,S82.7,800.0
S3307,S82.1,800.3
S3308,S82.4,800.3
S3309,S82.4,800.3
S331.,S82.1,800.3
S3310,S82.1,800.3
S3311,S82.4,800.3
S332.,S82.2,800.3
S3320,S82.2,800.3
S3321,S82.2,800.3
S3322,S82.2,800.3
S332z,S82.2,800.3
S333.,S82.2,800.3
S3331,S82.2,800.3
S3332,S82.2,800.3
S334.,S82.3,800.3
S335.,S82.3,800.3
S3350,S82.3,800.3
S336.,S82.1,800.3
S3360,S82.1,800.3
S337.,S82.2,800.3
S338.,S82.3,800.3
S339.,S82.4,800.3
S3390,S82.4,800.3
S3391,S82.4,800.3
S33A.,S82.2,800.3
S33B.,S82.3,800.3
S33C.,S82.3,800.3
S33x.,S82.2,800.3
S33x0,S82.2,800.3
S33x1,S82.4,800.3
S33x2,S82.2,800.3
S33y.,S82.2,800.3
S33y0,S82.2,800.3
S33yz,S82.2,800.3
S33z.,S82.2,800.3
S34..,S82.8,800.0
S340.,S82.5,801.0
S341.,S82.5,801.0
S342.,S82.6,801.0
S3420,S82.6,801.0
S343.,S82.6,801.0
S344.,S82.8,800.0
S3440,S82.8,800.0
S345.,S82.8,800.0
S3451,S82.8,800.0
S346.,S82.8,800.0
S3460,S82.8,800.0
S3461,S82.8,800.0
