ctv3_code,icd10_code,phecode
B7687,D22.7,216
B76B.,D76.3,288
B76y.,D23.9,216
B76z.,D23.9,216
B77..,D24,610.4
B770.,D24,610.4
B771.,D24,610.4
B77z.,D24,610.4
B78..,D25.9,218.1
B780.,D25.0,218.1
B781.,D25.1,218.1
B782.,D25.2,218.1
B78z.,D25.9,218.1
B790.,D26.0,218.2
B7910,D26.1,218.2
B7911,D26.1,218.2
B791z,D26.1,218.2
B79z.,D26.9,218.2
B7A..,D27,220
B7B..,D28.9,221
B7B03,D28.2,221
B7B1.,D28.1,221
B7B10,D28.1,221
B7B2.,D28.0,221
B7B20,D28.0,221
B7B21,D28.0,221
B7B23,D28.0,221
B7By.,D28.7,221
B7Bz.,D28.9,221
B7C..,D29.9,222
B7C0.,D29.2,222
B7C1.,D29.0,222
B7C11,D29.0,222
B7C2.,D29.1,222
B7C3.,D29.3,222
B7C4.,D29.4,222
B7D1.,D30.1,223
B7D3.,D30.3,223
B7E..,D31.9,224
B7E0.,D31.9,224
B7E01,D31.4,224.1
B7E1.,D31.6,224
B7E3.,D31.0,224
B7E5.,D31.2,224
B7E6.,D31.3,224.1
B7Ez.,D31.9,224
B7F..,D33.9,225
B7F0.,D33.2,225.1
B7F00,D33.0,225.1
B7F1.,D33.3,225.1
B7F10,D33.3,225.1
B7F20,D32.0,225.1
B7F2z,D32.0,225.1
B7F40,D32.1,225.2
B7Fy.,D33.7,225
B7Fy0,D36.1,215
B7G..,D34,226
B7H0.,D35.0,227.1
B7H1.,D35.1,227.2
B7H2.,D35.2,227.3
B7H20,D35.2,227.3
B7H21,D44.4,199
B7H3.,D35.4,227
B7Hz.,D35.9,227
B7J0.,D18.0,228
B7J00,D18.0,228
B7J01,D18.0,228
B7J02,D18.0,228
B7J03,D18.0,228
B7J04,D18.0,228
B7J0z,D18.0,228
B7z..,D36.9,229
B7z0.,D36.0,229.1
B7zz.,D36.9,229
B8000,D00.0,145
B8001,D00.0,145
B8002,D00.0,145
B8004,D00.0,145
B8007,D00.0,145
B801.,D00.1,150
B801z,D00.1,150
B802.,D00.2,151
B8020,D00.2,151
B803.,D01.0,153.2
B8030,D01.0,153.2
B8031,D01.0,153.2
B8032,D01.0,153.2
B8033,D01.0,153.2
B8034,D01.0,153.2
B8035,D01.0,153.2
B8036,D01.0,153.2
B803z,D01.0,153.2
B804.,D01.4,159.2
B8040,D01.1,153.3
B8041,D01.2,153.3
B805.,D01.3,153.3
B8080,D01.5,155
B8083,D01.5,155
B8085,D01.5,155
B8086,D01.5,155
B80z0,D01.7,159
B81..,D02.4,165
B810.,D02.0,149.4
B8100,D02.0,149.4
B8108,D02.0,149.4
B812.,D02.2,165.1
B8120,D02.2,165.1
B8121,D02.2,165.1
B8122,D02.2,165.1
B8124,D02.2,165.1
B812z,D02.2,165.1
B81y1,D02.3,165
B81y7,D02.3,165
B82..,D04.9,172.3
B820.,D04.0,172.3
B822z,D04.2,172.3
B8230,D04.3,172.3
B8233,D04.3,172.3
B8234,D04.3,172.3
B8235,D04.3,172.3
B8240,D04.4,172.3
B8241,D04.4,172.3
B8250,D04.5,172.3
B8251,D04.5,172.3
B8260,D04.6,172.3
B827.,D04.7,172.3
B8271,D04.7,172.3
B8281,D03.1,172.11
B8283,D03.4,172.11
B8284,D03.5,172.11
B8285,D03.6,172.11
B8286,D03.7,172.11
B82z.,D04.9,172.3
B830.,D05.9,174.1
B831.,D06.9,180.3
B8310,D06.0,180.3
B8311,D06.1,180.3
B8330,D07.3,184.2
B8333,N90.3,184.2
B834.,D07.5,185
B835.,D07.4,187
B8360,D07.6,187
B837.,D09.0,189.2
B8y..,D09.9,195
B8yy0,D09.3,195
B8yy3,D09.3,195
B8z..,D09.9,195
B9...,D48.9,199
B900z,D37.0,158
B9010,D37.0,158
B9011,D37.0,158
B9013,D37.0,158
B9017,D37.0,158
B9024,D37.4,158
B9025,D37.5,158
B9030,D37.6,199
B9037,D37.6,199
B9040,D48.3,199
B9050,D37.7,158
B906.,D38.0,199
B9068,D38.0,199
B9072,D38.1,199
B9082,D38.3,199
B90z0,D38.5,199
B90z5,D38.5,199
B912.,D39.1,184
B9130,D39.7,199
B9131,D39.7,199
B914.,D40.1,187.8
B915.,D40.0,187.8
B9160,D40.7,187.8
B9162,D40.7,187.8
B917.,D41.4,189.2
B91z1,D41.0,199
B91z2,D41.2,199
B921.,D44.5,199
B922.,D44.1,199
B923.,D44.7,199
B9230,D44.6,199
B9233,D48.1,199
B9240,D44.0,199
B9250,D43.2,191
B9251,D43.4,191
B9253,D43.1,191
B927.,Q85.0,199.4
B931.,D48.1,199
B932.,D48.5,173
B933.,D48.6,174.3
B934.,D45,200.1
B935.,D47.0,200
B9372,D46.2,200
B937W,D46.9,200
B93yz,D48.7,199
BA...,D48.9,199
BA0..,D48.9,199
BA00.,D37.9,158
BA022,D48.5,173
BA03.,D48.6,174.3
BA04.,D41.4,189.2
BA06.,D43.2,191
BB2F.,C44.9,172.2
BB5h.,D44.1,199
BB64.,D23.9,216
BBD9.,D35.9,227
BBDC.,D18.0,228
BBE9.,I78.1,217.1
BBGB.,D48.1,199
BBH0.,D21.9,215
BBHZ.,D48.1,199
BBJ5.,C49.9,170.2
BBJ7.,C49.9,170.2
BBJA.,D17.9,214
BBJD.,D17.9,214
BBK35,D21.9,215
BBP1.,C45.9,195.1
BBT3.,D18.0,228
BBT4.,D18.0,228
BBT7.,D48.1,199
BBT8.,D18.0,228
BBU4.,D18.1,228
BBV0.,D16.9,213
BBV7.,D16.9,213
BBe4.,D36.1,215
BBg1.,C85.9,202.2
BBl..,C84.0,202.2
BBr27,C91.5,204.1
BBr68,C93.1,204.3
BBs2.,D47.1,200
Byu20,C34.9,165.1
Byu41,C43.9,172.11
Byu51,C45.9,195.1
Byu56,C47.9,170.2
Byu57,C48.2,159.4
Byu6.,C50.9,174.11
Byu80,C63.7,187.1
Byu81,C63.8,187.1
Byu90,C68.9,189.4
ByuA2,C70.9,191.1
ByuC0,C76.7,195.1
ByuC1,C76.8,195.1
ByuC7,C79.8,198
ByuD1,C82.7,202.2
ByuD2,C83.8,202.2
ByuD4,C88.7,200
ByuD8,C94.7,204
ByuDC,C83.9,202.2
ByuDD,C84.5,202.2
ByuDE,C85.1,202.2
ByuF5,D03.3,172.11
ByuF6,D03.8,172.11
ByuFF,D03.9,172.11
ByuFG,D05.7,174.1
ByuG6,D17.3,229
ByuG6,D17.3,214.1
ByuG7,D17.7,214
ByuG9,D22.3,229
ByuG9,D22.3,216
ByuGH,D36.7,229
ByuGJ,D10.9,210
ByuGN,D22.9,216
ByuGP,D32.9,225.1
ByuHC,D46.4,200
ByuHD,D46.9,200
C00..,E04.9,240
C000.,E04.0,240
C00z.,E04.9,240
C01..,E04.9,240
C010.,E04.1,241.1
C011.,E04.2,241.2
C01z.,E04.9,240
C02..,E05.9,242
C020.,E05.0,242.1
C0200,E05.0,242.1
C0201,E05.0,242.1
C020z,E05.0,242.1
C021.,E05.1,242
C022.,E05.2,242.2
C022z,E05.2,242.2
C023.,E05.9,242
C023z,E05.9,242
C02z.,E05.9,242
C02z0,E05.9,242
C02zz,E05.9,242
C03..,E03.1,244.5
C03y.,E00.9,244.5
C04..,E03.9,244.4
C040.,E89.0,244.1
C041.,E89.0,244.1
C0410,E89.0,244.1
C041z,E89.0,244.1
C042.,E01.8,244.2
C043.,E03.2,244.1
C043z,E03.2,244.1
C04y.,E03.8,244.2
C04z.,E03.9,244.4
C05..,E06.9,245
C050.,E06.0,245.1
C0500,E06.0,245.1
C050z,E06.0,245.1
C051.,E06.1,245.1
C052.,E06.3,245.21
C054.,E06.4,245
C05z.,E06.9,245
C06..,E07.9,246
C062.,E04.1,241.1
C0630,E07.8,246
C06y.,E07.8,246
C06yz,E07.8,246
C06z.,E07.9,246
C10..,E14.9,250.2
C100.,E14.9,250.2
C1000,E10.9,250.1
C1001,E11.9,250.2
C100z,E14.9,250.2
C1010,E10.1,250.11
C1011,E11.1,250.21
C101y,E13.1,250.21
C1030,E10.0,250.1
C1074,E11.5,443.7
C1083,E10.7,250.1
C1085,E10.5,443.7
C1088,E10.9,250.1
C1089,E10.9,250.1
C1093,E11.7,250.2
C1094,E11.5,443.7
C1095,E11.5,443.7
C1097,E11.9,250.2
C10B0,E13.9,250.2
C11..,E16.9,251
C110.,E15,251.1
C1100,E16.0,251.1
C110z,E15,251.1
C1111,E16.1,251.1
C112.,E16.2,251.1
C1120,E16.2,251.1
C1121,E16.2,251.1
C112z,E16.2,251.1
C115.,E16.4,251.8
C11y0,E13.9,250.2
C11y1,E16.0,251.1
C12..,E21.5,252
C120.,E21.3,252.1
C121.,E20.9,252.2
C1210,E21.4,252
C1211,E89.2,252.2
C121z,E20.9,252.2
C12y.,E21.4,252
C12z.,E21.5,252
C1301,E22.0,253.11
C1302,E22.0,253.11
C132.,E23.0,253.2
C1320,E23.0,253.2
C132z,E23.0,253.2
C1330,E23.0,253.2
C134.,E23.0,253.2
C1340,E23.0,253.2
C1341,E23.0,253.2
C1342,E23.0,253.2
C1343,E23.0,253.2
C135.,E23.2,253.3
C1360,E22.2,253.7
C1371,E89.3,258
C1372,E89.3,258
C13y1,E23.6,253
C13y2,E23.6,253
C13z.,E23.7,253
C15..,E27.9,255
C150.,E24.9,255.11
C1501,E24.2,255.11
C1502,E24.0,255.11
C150z,E24.9,255.11
C151.,E26.9,255.12
C1510,E26.0,255.12
C1511,E26.1,255.12
C1512,E26.8,255.12
C151z,E26.9,255.12
C1520,E25.0,255.3
C1522,E25.0,255.3
C154.,E27.4,255.21
C1541,E27.1,255.21
C1543,E27.4,255.21
C1544,E27.3,255.21
C15y.,E27.8,255
C15z.,E27.9,255
C16..,E28.9,256
C161.,E28.8,256
C1610,E28.1,256
C163.,E28.8,256
C1630,E28.3,627.5
C1631,E28.3,627.5
C1632,E28.8,256
C163z,E28.8,256
C164.,E28.2,256.4
C16y.,E28.8,256
C16z.,E28.9,256
C17..,E29.9,257
C172.,E29.1,257.1
C172y,E29.1,257.1
C172z,E29.1,257.1
C18..,E31.9,259
C18y.,E31.8,259
C1z..,E34.8,259
C1z0.,E30.0,259.3
C1z11,E30.8,259.4
C1z2.,E34.0,259.2
C1z4.,E34.3,259
C1zy2,Q87.3,759
C1zz.,E34.9,259
C21..,E41,260.22
C24..,E50.9,261.1
C250.,E51.1,261.2
C26..,E53.9,261.2
C260.,E53.0,261.2
C261.,E53.1,261.2
C262.,E53.8,261.2
C2620,E53.8,261.2
C2621,E53.8,261.2
C26z.,E53.9,261.2
C27..,E54,261.3
C28..,E55.9,261.4
C280.,E55.0,261.41
C282.,E55.0,261.41
C284.,M83.1,261.41
C28z.,E55.9,261.4
C290.,E56.1,261
C291.,E56.8,261
C2910,E56.0,261
C291z,E56.8,261
C292.,E56.9,261
C293.,E61.8,263
C2930,E58,262
C293z,E61.9,263
C2941,E60,262
C29y.,E63.8,263
C2z..,E63.9,263
C3000,E72.0,270.1
C3001,E72.0,270.1
C301.,E70.1,270.12
C3025,E72.0,270.1
C3043,E72.1,270.11
C3070,E72.5,270.2
C3074,E72.3,270.2
C30y4,E72.5,270.2
C31..,E74.9,271.9
C310.,E74.0,271.9
C3100,E74.0,271.9
C3102,E74.0,271.9
C310z,E74.0,271.9
C311.,E74.2,271.9
C313.,E74.3,271.3
C3131,E73.9,271.3
C3133,E73.0,271.3
C3134,E73.1,271.3
C3135,E74.3,271.3
C314.,E74.8,271.9
C31y2,E74.8,271.9
C31y6,E74.8,271.9
C32..,E78.9,272.9
C320.,E78.0,272.11
C3202,E78.0,272.11
C320y,E78.0,272.11
C320z,E78.0,272.11
C321.,E78.1,272.12
C322.,E78.2,272.13
C323.,E78.3,272.14
C324.,E78.5,272.1
C3250,E78.6,277.51
C3252,E78.6,277.51
C3253,E78.6,277.51
C325z,E78.6,277.51
C326z,E88.1,277.51
C32y.,E78.8,277.5
C32y0,E88.8,277.5
C32y0,E88.8,277
C32y6,E88.2,277.5
C32z.,E78.9,272.9
C33..,E88.0,277
C330.,D89.0,270.31
C331.,D47.2,270.32
C332.,D89.0,270.31
C3320,D89.1,270.32
C3321,D89.1,270.32
C332z,D89.0,270.31
C333.,C88.0,270.35
C3330,C88.0,270.35
C3332,C88.2,204.4
C33y0,E77.8,277.51
C33z.,E88.0,277
C340.,M10.9,274.1
C34y.,M10.4,274.1
C34y2,M10.9,274.1
C34y5,M10.9,274.1
C34yz,M10.4,274.1
C34z.,M10.9,274.1
C35..,E83.9,275
C350.,E83.1,275.1
C3500,E83.1,275.1
C3501,E83.1,275.1
C3502,E83.1,275.1
C3504,E83.1,275.1
C350y,E83.1,275.1
C351.,E83.0,275.2
C3510,E83.0,275.2
C3521,E83.4,275.3
C353.,E83.3,275.53
C3530,E83.3,275.53
C3533,E83.3,275.53
C3534,E83.3,275.53
C3540,E83.5,275.5
C3541,E83.5,275.5
C3542,E83.5,275.5
C3544,E83.5,275.5
C3545,E83.5,275.5
C3546,E83.5,275.5
C360.,E87.0,276.11
C361.,E87.1,276.12
C362.,E87.2,276.41
C3620,E87.2,276.41
C3621,E87.2,276.41
C3622,E87.2,276.41
C3626,E87.2,276.41
C3627,E87.2,276.41
C362z,E87.2,276.41
C3631,E87.3,276.42
C365.,E86,276.5
C3650,E86,276.5
C3652,E86,276.5
C366.,E87.7,276.6
C3660,E87.7,276.6
C3661,R60.9,782.3
C366z,E87.7,276.6
C367.,E87.5,276.13
C368.,E87.6,276.14
C36z0,E87.8,276.1
C36z1,E87.8,276.1
C36zz,E87.8,276.1
C37..,E88.8,277.5
C37..,E88.8,277
C370.,E84.9,499
C370z,E84.9,499
C371.,E80.2,277.1
C3710,E80.0,277.1
C3711,E80.0,277.1
C3712,E80.2,277.1
C3713,E80.2,277.1
C3714,E80.1,277.1
C3715,E80.2,277.1
C371z,E80.2,277.1
C3721,E79.8,277.2
C3722,E79.0,790.6
C373.,E85.9,270.33
C3730,E85.9,270.33
C3731,E85.0,270.33
C3734,E85.0,270.33
C3736,E85.4,270.33
C3737,E85.9,270.33
C373z,E85.9,270.33
C374.,E80.6,277.4
C3741,E80.6,277.4
C3742,E80.4,277.4
C3743,E80.6,277.4
C374y,E80.6,277.4
C374z,E80.6,277.4
C3752,E76.1,271.9
C3754,E76.2,271.9
C3760,D84.1,697
C3761,E88.0,277
C3762,E88.0,277
C37y3,E88.0,277
C37y7,D76.3,288
C3800,E66.0,278.1
C3801,E66.1,278.1
C3802,E66.2,513.3
C383.,E67.1,278
C39..,D89.9,279
C3900,D80.1,279.11
C3901,D80.2,279.11
C3902,D80.4,279.11
C3903,D80.3,279.11
C3904,D80.8,279.1
C3907,D83.9,279.11
C3908,D80.7,279.11
C390y,D80.9,279.1
C390z,D80.9,279.1
C392.,D81.9,279.1
C393.,D84.9,279.1
C394.,M35.9,709.7
C39y.,D84.8,279.1
Cyu01,D81.8,279.1
Cyu06,D86.8,697
Cyu08,D89.9,279
Cyu10,E01.8,244.2
Cyu11,E03.8,244.2
Cyu12,E04.8,241
Cyu13,E05.8,253.1
Cyu20,E13.9,250.2
Cyu30,E16.1,251.1
Cyu40,E20.8,252.2
Cyu41,E21.2,252.1
Cyu45,E24.8,255.11
Cyu49,E27.3,255.21
Cyu4A,E27.8,255
Cyu4C,E29.8,257
Cyu4N,E23.3,253
Cyu4P,E30.9,259
Cyu63,E53.8,261.2
Cyu64,E56.8,261
Cyu68,E51.9,261.2
Cyu70,E66.8,278.1
Cyu84,E73.8,271.3
Cyu89,E75.5,277.5
Cyu8D,E78.4,272.1
Cyu8E,E78.8,277.5
Cyu8H,E80.2,277.1
Cyu8L,E85.8,270.33
Cyu8T,E80.7,277.4
D000.,D50.0,280.2
D001.,D50.8,280.1
D00y.,D50.8,280.1
D00y0,D50.1,280.1
D00y1,D50.8,280.1
D00yz,D50.8,280.1
D00z.,D50.9,280.1
D00z2,D50.8,280.1
D00zz,D50.9,280.1
D011.,D51.8,281.12
D0111,D51.1,281.12
D011z,D51.8,281.12
D012.,D52.9,281.13
D0123,D52.8,281.13
D012z,D52.9,281.13
D013.,D53.1,281.1
D0130,D53.1,281.1
D01y0,D53.2,281
D01z0,D53.1,281.1
D0y..,D53.8,281
D0z..,D53.9,281.9
D1...,D58.9,282.9
D10..,D58.9,282.9
D100.,D58.0,282.9
D101.,D58.1,282.9
D1020,D55.0,282.9
D104.,D56.9,282.8
D1041,D56.9,282.8
D1043,D56.0,282.8
D1044,D56.3,282.8
D1045,D56.3,282.8
D1048,D56.9,282.8
D105.,D57.3,282.5
D106.,D57.1,282.5
D1062,D57.0,282.5
D1063,D57.2,282.8
D106z,D57.1,282.5
D107.,D58.2,282.8
D1071,D56.4,282.8
D1073,D58.2,282.8
D1074,D58.2,282.8
D107z,D58.2,282.8
D10y.,D58.8,282.9
D10y0,D58.8,282.9
D10z.,D58.9,282.9
D11..,D59.9,283
D110.,D59.1,283.1
D110z,D59.1,283.1
D1113,D59.3,283.21
D1121,D59.5,285.8
D11z0,D59.9,283
D1y..,D59.8,285.8
D1z..,D59.9,283
D20..,D61.9,284
D2010,D61.8,284
D2012,D61.2,284
D2015,D61.9,284
D203.,D60.1,284
D204.,D61.3,284
D21..,D61.9,284
D210.,D64.3,285.3
D210z,D64.3,285.3
D214.,D64.9,285
D21y2,D64.8,285
D21yy,D64.8,285
D21yz,D64.8,285
D21z.,D64.9,285
D2y..,D64.8,285
D2z..,D64.9,285
D30..,D68.9,286.7
D300.,D66,286.13
D301.,D67,286.1
D302.,D68.1,286.1
D303.,D68.2,286.12
D3031,D68.2,286.12
D3032,D68.2,286.12
D3033,D68.2,286.12
D3034,D68.2,286.12
D3035,D68.2,286.12
D3036,D68.2,286.12
D303z,D68.2,286.12
D304.,D68.0,286.11
D306.,D65,286.6
D308.,D66,286.13
D30z.,D68.9,286.7
D31..,D69.2,287
D310.,D69.0,287.2
D3100,D69.0,287.2
D311z,D69.1,287.4
D312.,D69.2,287
D3120,D69.2,287
D312z,D69.2,287
D313.,D69.4,287.31
D3130,D69.3,287.31
D3132,Q87.2,759
D3133,D69.3,287.31
D314.,D69.5,287.32
D3141,D69.5,287.32
D314y,D69.5,287.32
D315.,D69.6,287.3
D31y.,D69.8,287
D31y0,D69.8,287
D31z.,D69.8,287
D3y0.,D47.3,200
D40..,D72.9,288
D400.,D70,288.11
D4000,D70,288.11
D4002,D70,288.11
D4009,D70,288.11
D400z,D70,288.11
D402.,D72.0,288
D403.,D72.1,288.3
D4032,D72.1,288.3
D4033,D72.1,288.3
D4034,D72.1,288.3
D403z,D72.1,288.3
D40y.,D72.8,288
D40y0,D72.8,288
D40y1,D72.8,288
D40y2,D72.8,288
D40y3,D72.8,288
D40z.,D72.9,288
D41..,D75.9,289
D410.,D75.1,289.8
D4100,D75.1,289.8
D4101,D75.1,289.8
D4103,D75.1,289.8
D410z,D75.1,289.8
D411.,I88.1,289.4
D4110,I88.1,289.4
D412.,I88.0,289.4
D4120,I88.0,289.4
D412z,I88.0,289.4
D413.,I88.9,289.4
D414.,D73.1,289.5
D415.,D73.8,289.5
D4153,D73.3,289.5
D4155,D73.4,289.5
D4157,D73.5,289.5
D415z,D73.9,289.5
D416.,D75.0,289.9
D418.,I89.8,450
D41y.,D75.9,289
D41y0,D89.2,289
D41y2,E88.0,277
D41yz,D75.8,289
D41z.,D75.9,289
D4y..,D75.8,289
Dy...,D75.8,289
Dyu00,D50.8,280.1
Dyu01,D51.3,281.12
Dyu02,D51.8,281.12
Dyu03,D52.8,281.13
Dyu06,D51.9,281.12
Dyu16,D59.4,283.2
Dyu24,D64.8,285
Dyu32,D69.4,287.31
Dyu34,D69.9,287
Dyu41,D73.8,289.5
Dyu44,D76.3,288
Dz...,D75.9,289
E0...,F09,290
E000.,F03,290.1
E001.,F03,290.1
E0020,F03,290.1
E01..,F10.5,317
E010.,F10.4,290.2
E011.,F10.6,317.1
E0111,F10.6,317.1
E0112,F10.6,317.1
E011z,F10.6,317.1
E013.,F10.5,317
E014.,F10.0,317
E015.,F10.5,317
E01y0,F10.3,317.1
E02..,F19.5,290.3
E021.,F19.5,290.3
E0211,F19.5,290.3
E023.,F17.3,318
E02y0,F19.0,290.3
E02y3,F19.8,290.3
E03..,F09,290
E0300,F05.9,290.2
E0301,F05.9,290.2
E0303,F05.9,290.2
E0304,F05.9,290.2
E031.,F05.9,290.2
E0310,F05.9,290.2
E03y0,F06.2,295.3
E03y1,F06.0,295.3
E03y2,F06.3,296
E1...,F29,295.3
E10..,F20.9,295.1
E100.,F20.6,295.1
E1003,F23.2,295.3
E1004,F20.8,295.1
E1005,F20.9,295.1
E101.,F20.1,295.1
E1014,F20.1,295.1
E102.,F20.2,295.1
E1025,F20.2,295.1
E103.,F20.0,295.1
E1031,F20.0,295.1
E1032,F20.0,295.1
E1034,F20.0,295.1
E1035,F20.0,295.1
E1055,F21,301.1
E107.,F25.9,295.1
E1073,F25.9,295.1
E1075,F25.9,295.1
E1101,F30.9,296.1
E1102,F30.9,296.1
E1104,F30.2,296.1
E1106,F30.9,296.1
E111.,F31.8,296.1
E1111,F31.8,296.1
E1112,F31.8,296.1
E1114,F30.2,296.1
E1116,F31.8,296.1
E1131,F33.0,296.22
E1132,F33.1,296.22
E1133,F33.2,296.22
E1134,F33.3,296.22
E1136,F33.4,296.22
E114.,F31.1,296.1
E1141,F31.1,296.1
E1142,F31.1,296.1
E1144,F31.2,296.1
E1151,F31.3,296.1
E1152,F31.3,296.1
E1154,F31.5,296.1
E116.,F31.6,296.1
E1161,F31.6,296.1
E1162,F31.6,296.1
E1164,F31.6,296.1
E1166,F31.7,296.1
E11y1,F30.8,296.1
E11y2,F32.8,296.1
E11y2,F32.8,296.22
E12..,F22.0,295.2
E120.,F22.0,295.2
E122.,F22.0,295.2
E131.,F44.9,303.1
E134.,F23.3,295.2
E13y1,F23.9,291.1
E20..,F48.9,300
E200.,F41.9,300.1
E2002,F41.1,300.11
E2004,F41.9,300.1
E201.,F44.9,303.1
E2011,F44.6,303.4
E2013,F44.4,303.4
E2014,F44.4,303.4
E2015,F44.5,303.4
E2018,F44.1,303.1
E201B,F68.0,303
E201B,F68.0,301
E2021,F40.0,300.12
E2023,F40.1,300.12
E2024,F40.1,300.12
E2025,F40.1,300.12
E2027,F40.2,300.13
E2028,F40.2,300.13
E2029,F40.0,300.12
E202E,F40.2,300.13
E203.,F42.9,300.3
E2030,F42.1,300.3
E2031,F42.0,300.3
E206.,F48.1,303.1
E207.,F45.2,303.4
E20y0,F45.0,303.4
E20y1,F48.8,300
E20y1,F48.8,306
E20y1,F48.8,303
E2111,F30.0,296.1
E2112,F34.1,300.4
E2113,F34.0,301
E212.,F60.1,301.1
E2122,F21,301.1
E215.,F60.4,301
E2151,F68.1,301
E2152,F60.3,301.2
E21y0,F60.8,301
E21y1,F60.6,301
E21y2,F60.3,301.2
E21y5,F60.8,301
E222.,F65.4,302
E223.,F64.1,302
E225.,F64.0,302
E2271,F52.0,302.1
E2272,F52.0,302.1
E2274,F52.3,302
E2275,F52.3,302
E2276,F52.4,302
E2277,F52.6,302
E22y.,F52.9,302
E22y0,F65.0,302
E22y1,F65.3,302
E22y4,F64.9,302
E230.,F10.0,317
E2301,F10.0,317
E230z,F10.0,317
E2311,F10.2,317
E2312,F10.2,317
E2313,F10.2,317
E24..,F19.2,290.3
E2401,F11.2,316
E2403,F11.2,316
E2411,F13.2,316
E2412,F13.2,316
E2413,F13.2,316
E242.,F14.2,316
E2421,F14.2,316
E2422,F14.2,316
E2431,F12.2,316
E2432,F12.2,316
E2443,F15.2,316
E246.,F18.2,290.3
E2460,F18.2,290.3
E2462,F18.2,290.3
E248.,F19.2,290.3
E2482,F19.2,290.3
E2501,F10.1,317
E2502,F10.1,317
E2503,F10.1,317
E251.,F17.2,318
E2513,F17.2,318
E252.,F12.1,316
E2521,F12.1,316
E2522,F12.1,316
E255.,F11.1,316
E256.,F14.1,316
E2562,F14.1,316
E2572,F15.1,316
E26..,F45.9,303.4
E261.,F45.3,303.3
E2610,F45.3,303.3
E2613,F45.3,303.3
E262.,F45.3,303.3
E2622,F45.3,303.3
E263.,F45.8,303.3
E2630,F45.8,303.3
E2642,F50.5,305.2
E2644,F45.3,303.3
E2651,F52.5,302
E2652,F45.8,303.3
E26y0,F45.8,303.3
E270.,F98.5,313.2
E271.,F50.0,305.21
E272.,F95.9,313.2
E2721,F95.0,313.2
E2723,F95.2,313.2
E273.,F98.4,313.2
E2732,F98.4,313.2
E2742,G47.0,327.41
E2744,G47.1,291.8
E2746,G47.2,327.6
E2747,F51.3,327.5
E2748,F51.4,327.5
E2749,F51.5,327.4
E274B,G47.2,327.6
E274E,G47.8,327
E2756,F50.8,305.2
E2758,F50.8,305.2
E2760,F98.0,313
E2761,F98.0,313
E277.,F98.1,313
E2770,F98.1,313
E278.,F45.4,303.4
E27z4,F98.8,313
E280.,F43.0,300.8
E2830,F43.0,300.8
E2831,F43.1,300.9
E284.,F43.0,300.8
E29..,F43.2,304
E290.,F43.2,304
E291.,F43.2,304
E2920,F93.0,313
E2921,F94.8,304
E2924,F43.2,304
E2925,F43.2,304
E292y,F43.2,304
E2930,F43.2,304
E294.,F43.2,304
E29y2,F43.2,304
E2A1.,F07.9,291.4
E2A10,R41.3,292.3
E2A3.,F07.1,291.4
E2B0.,F32.8,296.1
E2B0.,F32.8,296.22
E2B1.,F32.8,296.1
E2B1.,F32.8,296.22
E2C0.,F91.1,312
E2C00,F91.1,312
E2C01,R45.4,1004
E2C12,F91.8,312
E2C2.,F91.2,312
E2C31,F63.0,312.3
E2Cy0,R06.8,512.9
E2D0.,F93.8,313
E2E..,F90.9,313.1
E2E0.,F98.8,313
E2E00,F98.8,313
E2F..,F88,315
E2F0.,F81.0,315.1
E2F01,R48.0,292.12
E2F02,F81.0,315.1
E2F31,F80.0,315.2
E3...,F79.9,315.3
E310.,F71.9,315.3
E311.,F72.9,315.3
Eu01z,F01.9,290.16
Eu02z,F03,290.1
Eu04.,F05.9,290.2
Eu041,F05.1,290.2
Eu04z,F05.9,290.2
Eu052,F06.2,295.3
Eu060,F07.0,291.4
Eu0z.,F09,290
Eu10.,F10.9,317
Eu100,F10.0,317
Eu101,F10.1,317
Eu102,F10.2,317
Eu103,F10.3,317.1
Eu104,F10.4,290.2
Eu105,F10.5,317
Eu106,F10.6,317.1
Eu10y,F10.8,317
Eu10z,F10.9,317
Eu11.,F11.9,316
Eu12.,F12.9,316
Eu122,F12.2,316
Eu132,F13.2,316
Eu142,F14.2,316
Eu15.,F15.9,316
Eu152,F15.2,316
Eu163,F16.3,316
Eu17.,F17.9,318
Eu19.,F19.9,290.3
Eu20.,F20.9,295.1
Eu20z,F20.9,295.1
Eu220,F22.0,295.2
Eu22z,F22.9,295.2
Eu231,F23.1,291.1
Eu232,F23.2,295.3
Eu23y,F23.8,291.1
Eu23z,F23.9,291.1
Eu25.,F25.9,295.1
Eu25z,F25.9,295.1
Eu2z.,F29,295.3
Eu30.,F30.9,296.1
Eu301,F30.1,296.1
Eu30z,F30.9,296.1
Eu310,F31.0,296.1
Eu311,F31.1,296.1
Eu312,F31.2,296.1
Eu313,F31.3,296.1
Eu314,F31.4,296.1
Eu316,F31.6,296.1
Eu317,F31.7,296.1
Eu31z,F31.9,296.1
Eu32y,F32.8,296.1
Eu32y,F32.8,296.22
Eu330,F33.0,296.22
Eu331,F33.1,296.22
Eu333,F33.3,296.22
Eu334,F33.4,296.22
Eu33y,F33.8,296.22
Eu34.,F34.9,296
Eu34z,F34.9,296
Eu3y.,F38.8,296
Eu3y0,F38.0,296
Eu3z.,F39,296
Eu40.,F40.9,300.13
Eu400,F40.0,300.12
Eu402,F40.2,300.13
Eu40y,F40.8,300.13
Eu40z,F40.9,300.13
